종목코드,종목명,YMD,Y,M,Q,YM,YQ,재무제표구분코드,재무제표구분코드명,기업매출금액,기업영업이익,포괄손익계산금액,기업당기순이익,기업총자산금액,기업총부채금액,기업총자본금액,기업자본금액,재무제표부채비율
002790,아모레퍼시픽그룹,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,83127891400,47427762547,45661901086,45008700946,1707071542034,46770293165,1660301248869,0,2.8169763287
002790,아모레퍼시픽그룹,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,6029063927310,731492193149,698322479168,489547957837,7335236005996,1403262409182,5931973596814,44450975000,23.6559112457
002790,아모레퍼시픽그룹,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,0,64928573793,77989707326,74005161343,1743451596577,48470257584,1694981338993,44450975000,2.8596337003
002790,아모레퍼시픽그룹,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,6078179208621,549473516302,534836298398,376271212366,7387374443718,1144904368363,6242470075355,44450975000,18.3405663871
002790,아모레퍼시픽그룹,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,0,44802727592,51112734227,49452020894,1760509302924,48360976373,1712148326551,44450975000,2.8245786666
002790,아모레퍼시픽그룹,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,6284255176037,498249817871,431370974299,282404951730,8281393134177,1801246303938,6480146830239,47997075000,27.7963810254
002790,아모레퍼시픽그룹,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,0,125077140451,118679017350,118327675456,2038709896357,50882865501,1987827030856,47997075000,2.5597229895
000430,대원강업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,1013035744301,52798317706,37552008835,26264887404,1157468858936,647095079975,510373778961,0,126.7884649741
000430,대원강업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,773296717459,27835382051,30784084973,25825187232,758978406730,388361270740,370617135990,0,104.7877264775
000430,대원강업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1076116262240,59687893447,57220076686,46141123594,1288363972010,734192576110,554171395900,0,132.4847477769
000430,대원강업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,834440830495,29308651990,31160702286,26216884634,831052514127,440061935086,390990579041,0,112.5505213362
000430,대원강업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1028166497789,38152597075,29687450814,26231366021,1166363519610,607617597132,558745922478,31000000000,108.7466722687
000430,대원강업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,770723903491,23423384168,17768611428,16301519570,731607234729,333119687175,398487547554,31000000000,83.5960092655
000430,대원강업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,995413421022,42231279664,31431913817,23857285581,1085767330274,515047305129,570720025145,31000000000,90.2451784477
000430,대원강업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,709572300308,19068010615,18483450900,15639232959,681295178790,277239062773,404056116017,31000000000,68.613999834
000430,대원강업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,960215102441,26938915914,33000933325,21198892867,1047989108475,460690033819,587299074656,31000000000,78.4421521673
000430,대원강업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,683068051884,12147494622,17984097902,10317994480,652128550197,242832963230,409295586967,31000000000,59.3294848424
105630,한세실업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,1586508099639,142358971197,137267485118,103551681837,992172304149,566569188973,425603115176,20000000000,133.1214854334
105630,한세실업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,1464200813382,140789683288,132890487881,98704944707,890169193168,441427850726,448741342442,20000000000,98.3702210997
105630,한세실업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1547654905356,81611764578,63174037573,45983927261,1270684014712,707071811472,563612203240,20000000000,125.4536022122
105630,한세실업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,1421975960308,85891675664,62225380667,44566061091,954333413118,480991339957,473342073161,20000000000,101.6160124421
105630,한세실업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1711333451686,56540825484,71949164062,46097330938,1196058480851,622479949407,573578531444,20000000000,108.5256709033
105630,한세실업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,1354626971623,49646565332,57196233338,37582707582,919816930949,424016634553,495800296396,20000000000,85.5216581424
105630,한세실업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1712686107115,38629016754,-47845273116,-49802361400,1170729344805,678071687832,492657656973,20000000000,137.6354712516
105630,한세실업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,1316638246722,27841730115,-64386031381,-66779244728,850886853729,441157107494,409729746235,20000000000,107.6702659614
105630,한세실업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1922418715217,58999861682,-6815464316,-17267716614,1179455696933,724452009761,455003687172,20000000000,159.2189316671
105630,한세실업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,1533976204952,77795136012,25420651792,11585232657,864406800309,460618100317,403788699992,20000000000,114.0740442529
047050,포스코인터내셔널,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,17526906326000,368804258000,133541353000,108577876000,8043303770000,5622114580000,2421189190000,0,232.2046787265
047050,포스코인터내셔널,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,16881039629000,344621205000,91108965000,81850203000,7474312056000,5107402305000,2366909751000,0,215.7835677022
047050,포스코인터내셔널,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,16492090197000,318139080000,174633287000,122212627000,8288782432000,5785130162000,2503652270000,0,231.0676379192
047050,포스코인터내셔널,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,15417229613000,304300747000,153371060000,123708754000,7419599721000,4988662898000,2430936823000,0,205.2156539323
047050,포스코인터내셔널,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,22571653747000,401313863000,247961154000,166818739000,9169985984000,6317509903000,2852476081000,616875745000,221.4745969328
047050,포스코인터내셔널,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,20891525634000,352814280000,209698051000,150380940000,8181642237000,5406016480000,2775625757000,616875745000,194.7674850028
047050,포스코인터내셔널,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,25173939721000,472623104000,176085152000,115741119000,9881020333000,6991481795000,2889538538000,616875745000,241.9584201095
047050,포스코인터내셔널,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,23308796353000,385285061000,134008476000,97771702000,8773243815000,5974097821000,2799145994000,616875745000,213.4257317698
047050,포스코인터내셔널,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,24422574846000,605317746000,329978106000,202398051000,8959415088000,5911354252000,3048060836000,616875745000,193.9381977611
047050,포스코인터내셔널,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,22743722129000,568166155000,292373574000,191704149000,7721111383000,4811992196000,2909119187000,616875745000,165.4106238584
000670,영풍,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,2615383130227,-5522302657,114650523854,89940120819,3987888360796,984446438463,3003441922333,0,32.7772756697
000670,영풍,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,1068398876327,49300308305,73018445916,58027062540,2078784714570,432703956821,1646080757749,0,26.2869215124
000670,영풍,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,2654083285428,-4150400981,171511839678,127379030632,4134902348882,992592213002,3142310135880,0,31.5879773186
000670,영풍,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,1154667772063,52529684553,102905541694,81642519455,2134759567330,425334513199,1709425054131,0,24.8817292207
000670,영풍,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,3724854999008,159425137317,334643989233,272291254719,4803738858844,1334228009759,3469510849085,9210200000,38.4557958685
000670,영풍,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,1458392216330,24919001717,75266045410,59988870455,2213267017602,461993126594,1751273891008,9210200000,26.3804039429
000670,영풍,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,2971432405324,-108918579221,66698730017,46236891607,4721553262766,1214182393585,3507370869181,9210200000,34.6180212721
000670,영풍,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,1381855681889,-29965600365,43372933155,36552635233,2282487711989,514467002131,1768020709858,9210200000,29.0984714864
000670,영풍,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,3084133443662,84396705015,247829559622,207399648612,4832690295550,1134239777503,3698450518047,9210200000,30.6679722216
000670,영풍,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,1347979587535,49965906989,102130511752,76098143168,2282953196769,462704604322,1820248592447,9210200000,25.4198578283
042670,현대두산인프라코어,2000-12-31,2000,12,4,2000-12,2000-4,110,요약연결재무제표,370160000000,-15495000000,-67672000000,-69514000000,2442608000000,1876776000000,565832000000,839787000000,331.68
042670,현대두산인프라코어,2001-12-31,2001,12,4,2001-12,2001-4,110,요약연결재무제표,1540261000000,72359000000,80479000000,84210000000,2313155000000,1658403000000,654752000000,839787000000,253.29
042670,현대두산인프라코어,2002-12-31,2002,12,4,2002-12,2002-4,110,요약연결재무제표,1878935000000,157479000000,143504000000,100938000000,2283108000000,1531652000000,751456000000,839787000000,203.82
042670,현대두산인프라코어,2003-12-31,2003,12,4,2003-12,2003-4,110,요약연결재무제표,2314056000000,205095000000,228957000000,164250000000,2530076000000,1608095000000,921981000000,839787000000,174.42
042670,현대두산인프라코어,2004-12-31,2004,12,4,2004-12,2004-4,110,요약연결재무제표,2860636000000,210055000000,162786000000,123025000000,2629300000000,1585848000000,1043452000000,839787000000,151.98
042670,현대두산인프라코어,2005-12-31,2005,12,4,2005-12,2005-4,110,요약연결재무제표,2815256000000,174532000000,179166000000,135576000000,2465146000000,1366739000000,1098407000000,839787000000,124.43
042670,현대두산인프라코어,2006-12-31,2006,12,4,2006-12,2006-4,110,요약연결재무제표,3282770000000,243879000000,196122000000,135744000000,2469979000000,1408564000000,1061415000000,840787000000,132.71
042670,현대두산인프라코어,2007-12-31,2007,12,4,2007-12,2007-4,110,요약연결재무제표,3719881000000,321308000000,285777000000,180262000000,3207323000000,2098005000000,1109318000000,840787000000,189.13
042670,현대두산인프라코어,2008-12-31,2008,12,4,2008-12,2008-4,110,요약연결재무제표,3963379000000,347366000000,-85110000000,-121818000000,4925629000000,3379925000000,1545704000000,841037000000,218.67
042670,현대두산인프라코어,2009-12-31,2009,12,4,2009-12,2009-4,110,요약연결재무제표,2663206000000,225296000000,-260676000000,-311104000000,4778605000000,3497683000000,1280922000000,841543000000,273.06
000720,현대건설,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,19233180000000,1089328000000,898137000000,663778000000,19350103000000,11959465000000,7390638000000,0,161.8191149397
000720,현대건설,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,10716337000000,516166000000,420844000000,310757000000,12487460000000,7359883000000,5127577000000,0,143.5352994211
000720,현대건설,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,18825015000000,1158959000000,981478000000,731713000000,19873443000000,11748798000000,8124645000000,0,144.6069089788
000720,현대건설,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,11041077000000,589718000000,441344000000,323133000000,12621253000000,7155413000000,5465840000000,0,130.9114975923
000720,현대건설,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,16887090000000,986105000000,554829000000,371564000000,18431902000000,9958964000000,8472938000000,557273000000,117.5384972721
000720,현대건설,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,10167960000000,418815000000,199745000000,148864000000,11517279000000,5987363000000,5529916000000,557273000000,108.2722233032
000720,현대건설,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,16730894000000,839989000000,897862000000,535303000000,18054609000000,9762753000000,8291856000000,557273000000,117.7390562499
000720,현대건설,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,10016133000000,304923000000,345088000000,233410000000,11287867000000,5975408000000,5312459000000,557273000000,112.4791363096
000720,현대건설,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,17278792000000,859667000000,798931000000,573331000000,18226972000000,9511990000000,8714982000000,557273000000,109.1452627211
000720,현대건설,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,10014658000000,370564000000,364921000000,270958000000,11302918000000,5717111000000,5585807000000,557273000000,102.3506719799
033530,세종공업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,1199065672323,21594130968,24669854772,19812036261,914404459150,521155871783,393248587367,0,132.5258089984
033530,세종공업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,461830488383,2574549154,23502545427,21515189154,525373268320,222529854580,302843413740,0,73.4801697788
033530,세종공업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1154386863205,23368851793,19955160310,13821381337,952518535473,553081269848,399437265625,10027215000,138.4651151621
033530,세종공업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,432800292179,-2661655455,18578644568,15239465132,522339599098,207495949573,314843649525,10027215000,65.9044417399
033530,세종공업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1035914242887,-6678924769,-6926059823,-7572689908,900553567979,519712285602,380841282377,10027215000,136.4642725595
033530,세종공업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,392039032071,-18741771019,9952956822,9709850772,522494577859,204187299779,318307278080,10027215000,64.1478576961
033530,세종공업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1099512616095,208218401,-10898332880,-19354678386,871007601480,509643298783,361364302697,10226239500,141.0331056442
033530,세종공업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,388387082086,-9983533834,9999425333,351702402,538273087955,220992750264,317280337691,10226239500,69.6522046945
033530,세종공업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1221703004122,13168373514,-844292600,1918380843,996027850575,614829951634,381197898941,11277206000,161.2889140633
033530,세종공업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,384180226534,-9661685201,4053087960,2990560243,577344770219,247689731923,329655038296,11277206000,75.1360371142
010140,삼성중공업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,9714441843944,-1501905498704,-1461810718099,-1212110013347,17301591987466,13035846228181,4265745759285,1154951155000,305.5936045838
010140,삼성중공업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,9332927410908,-1664576445847,-1573998583721,-1252039841081,16292309952788,12195486518709,4096823434079,0,297.6815260639
010140,삼성중공업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,10414188640168,-147199515568,-68940990555,-138776906437,17217462678653,10942151906389,6275310772264,1950574225000,174.3682871413
010140,삼성중공업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,9883581889755,-181721173480,-111896977899,-134734538838,16462531766386,10472863186670,5989668579716,0,174.8487925048
010140,삼성중공업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,7901235154581,-524163793609,-463899249594,-340748297267,13818113112135,8020660443379,5797452668756,1950574225000,138.3480107842
010140,삼성중공업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,7396888950023,-492369917719,-429468121031,-337606491056,13249440814716,7581585893692,5667854921024,1950574225000,133.7646428734
010140,삼성중공업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,5265119547241,-409252129669,-497598484225,-388188868698,14282891986284,7536612429439,6746279556845,3150574225000,111.7150922362
010140,삼성중공업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,4819075729657,-463796661218,-577933445957,-436189286783,13669099019540,7104047176847,6565051842693,3150574225000,108.2100697309
010140,삼성중공업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,7349656035614,-616585523278,-1139245938287,-1315353147184,13600084435896,8351155863402,5248928572494,3150574225000,159.1021052785
010140,삼성중공업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,7098805561786,-650083948705,-1163155161577,-1351396855518,13259469293532,8115538850404,5143930443128,3150574225000,157.7692183075
139480,이마트,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,13639993101625,503780001348,693755112592,455879563363,14493751837603,7254388517991,7239363319612,139379095000,100.207548616
139480,이마트,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,11148885581913,629419697097,733347531963,488693382415,13247431258918,6214715567852,7032715691066,139379095000,88.3686450705
139480,이마트,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,14777876303720,546854595914,481867170762,381637144670,15428184324979,7304015242185,8124169082794,139379095000,89.9047664783
139480,이마트,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,11631228087043,633213095887,482473582233,384004685724,13814601275882,6060023758425,7754577517457,139379095000,78.1476972122
139480,이마트,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,15876686561466,566919510328,751363070131,627938626633,16066507597137,7295105646199,8771401950938,0,83.1692092895
139480,이마트,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,12450694737824,638449081535,713417752198,640880089493,14346891083552,5980657995092,8366233088460,0,71.4856726062
139480,이마트,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,17049079116942,462827002755,584966734046,476179032683,16753863685013,7896367362273,8857496322740,0,89.1489770309
139480,이마트,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,13148336659460,489337832146,481326059352,361994018619,14138571723681,5909425150848,8229146572833,0,71.8109113569
139480,이마트,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,19062879818284,150652508829,282102598156,223836243277,21094758779809,10888018088222,10206740691587,0,106.6747791212
139480,이마트,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,13154820005943,251140472472,351411322517,291146048038,15251432103260,6651541180369,8599890922891,0,77.3444830872
204320,HL만도,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,5299190813983,265644607987,201190379294,129573846109,4159811032385,2794053540941,1365757491444,0,204.5790382586
204320,HL만도,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,3094153876827,62788896230,66462548314,45951493898,2756020642695,1756297105523,999723537172,0,175.6782790661
204320,HL만도,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,5866371812609,305005411495,279118796451,210079641643,4464352801882,2949299051585,1515053750297,0,194.6662982093
204320,HL만도,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,3141618834775,59880643609,54953638211,50391128271,2810428674914,1794971151603,1015457523311,0,176.7647696134
204320,HL만도,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,5684704725016,83526492676,19265109037,18250869343,4451024578854,3038768709668,1412255869186,0,215.171257275
204320,HL만도,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,3095560471582,-72983597514,-128818071326,-86036975568,2709747614862,1825943371829,883804243033,46957120000,206.600430607
204320,HL만도,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,5664832721067,197410787374,141416973269,112927632658,4437275124272,2955506315018,1481768809254,0,199.4579921348
204320,HL만도,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,3108352389364,94174118987,53987517252,58025113072,2714015574758,1807270950481,906744624277,46957120000,199.3142172662
204320,HL만도,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,5981877182405,218566072916,176478939241,118239649304,4595620752355,3010006243656,1585614508699,0,189.8321582669
204320,HL만도,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,3323374073140,144922486093,116014236619,85989917436,2806053322183,1852122632965,953930689218,46957120000,194.1569396916
031430,신세계인터내셔날,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,1005239640895,19939139369,25473716001,20988506132,914201108537,449405240521,464795868016,0,96.6887340112
031430,신세계인터내셔날,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,884540955989,17061885681,15360452656,12239635448,833251814588,397540024943,435711789645,0,91.2392169298
031430,신세계인터내셔날,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1021123056073,27040430834,25453556154,17454543633,966185101904,487673085191,478512016713,0,101.9144907877
031430,신세계인터내셔날,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,893803536904,22886570714,15359474969,7844653130,860075677088,425944786057,434130891031,0,98.1143693888
031430,신세계인터내셔날,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1102544875501,25439302054,31769360330,24138483010,950856585422,454668562767,496188022655,35700000000,91.632313157
031430,신세계인터내셔날,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,960655105548,28996111816,28646464678,22597924722,854969239206,404478362718,450490876488,35700000000,89.7861385943
031430,신세계인터내셔날,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1262650382310,55523591592,58898014816,57678051932,982473531254,437637581416,544835949838,35700000000,80.3246521354
031430,신세계인터내셔날,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,1120763404864,67848760540,43762216908,38023163257,874767939016,394521676181,480246262835,35700000000,82.1498690801
031430,신세계인터내셔날,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1425001391547,84491939395,100426329420,74001043061,1128879552270,529582127395,599297424875,35700000000,88.3671621825
031430,신세계인터내셔날,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,1282444399759,86716934685,82017241282,61140336475,1011909930321,486055811669,525854118652,35700000000,92.431682938
028050,삼성엔지니어링,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,6441250861164,-1454334491616,-1450094206952,-1304348694059,5630758518608,5943693511735,-312934993127,0,100.0
028050,삼성엔지니어링,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,4922722352580,-1136966431950,-1519052215557,-1349230947570,4616490224673,5047674906807,-431184682134,200000000000,100.0
028050,삼성엔지니어링,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,7010541652838,71163965384,57483290650,10265144707,5509420275939,4522703651340,0,0,100.0
028050,삼성엔지니어링,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,5601508841676,132694717318,15451976282,-2147872947,4626997957979,3721685930195,905312027784,980000000000,411.0942764458
028050,삼성엔지니어링,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,5513446635564,21715981313,-54827575962,-71232488084,5072834607049,4096742793425,0,980000000000,100.0
028050,삼성엔지니어링,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,4482219762095,-124984572536,-76392835572,-96603891915,4195720724027,3399636701014,796084023013,980000000000,427.0449604235
028050,삼성엔지니어링,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,5466957803292,196396324670,160492191400,62855609957,4619648609526,3621792741484,997855868042,980000000000,362.9575029298
028050,삼성엔지니어링,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,4264918680319,-4437900948,75837332094,27493458599,3994758422362,3204563639465,790194782897,980000000000,405.5409765826
028050,삼성엔지니어링,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,6392058453386,422717496667,437779765527,323809854401,4565711799514,3270525561644,1295186237870,980000000000,252.513921629
028050,삼성엔지니어링,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,4795373704723,231215985942,218653216949,152524778739,3686124041219,2758935311324,927188729895,980000000000,297.5591939773
060980,HL홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,892102730570,95972514270,92425206622,79677207685,1606041152027,663345137568,942696014459,0,70.3668125667
060980,HL홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,268757422994,31362865415,11945206759,10219524084,1383890349955,562492091725,821398258230,0,68.4798252357
060980,HL홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1001167188848,115899124035,100183590970,80406763030,1914036710448,957540780847,956495929601,0,100.109237396
060980,HL홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,618047872938,87153878087,72222015758,61003964393,1448926685668,614833581712,834093103956,0,73.7128239996
060980,HL홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,922195940388,62688201701,68498206581,43520026730,1852322927088,918584905751,933738021337,55086180000,98.3771555576
