기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도
신세계인터내셔날,031430,B+,B,A,B이하,2017
신세계건설,034300,B이하,B+,B이하,B이하,2017
신세계I&C,,B+,B,A,B이하,2017
신세계,004170,B+,B,A+,B+,2017
성지건설,,B이하,C,B이하,B이하,2017
신성이엔지,011930,B이하,B,B이하,B이하,2017
신라교역,004970,B이하,C,B이하,B이하,2017
신도리코,029530,B+,B+,B이하,B+,2017
신대양제지,016590,B이하,C,B이하,B이하,2017
수산중공업,017550,B이하,B,B이하,B이하,2017
송원산업,004430,B+,B,B+,B+,2017
세화아이엠씨,,B이하,B+,B이하,B이하,2017
세하,027970,B이하,B,B이하,B+,2017
세진중공업,075580,B이하,B+,B+,B이하,2017
세종공업,033530,B이하,C,B이하,B+,2017
세이브존I&C,067830,B이하,B,B이하,B이하,2017
세원정공,021820,B이하,C,B이하,B이하,2017
세원셀론텍,,B이하,B,B이하,B이하,2017
세우글로벌,013000,B이하,B,B이하,B이하,2017
세아홀딩스,058650,B이하,C,B이하,B이하,2017
세아특수강,019440,B이하,B,B이하,B+,2017
세아제강,306200,B이하,B,B이하,B+,2017
세아베스틸,,B이하,C,B이하,B+,2017
세방전지,004490,B이하,C,B이하,B+,2017
세방,004360,B이하,B,B이하,B이하,2017
세기상사,002420,B이하,B,B이하,B이하,2017
삼성제약,001360,B이하,C,B이하,B이하,2017
삼성전자,005930,B+,B,A,A,2017
성안,011300,B이하,C,B이하,B이하,2017
성신양회,004980,B이하,C,B이하,B+,2017
성문전자,014910,B이하,B,B이하,B이하,2017
선창산업,,B이하,B,B이하,B이하,2017
선진,136490,B이하,B+,B이하,B이하,2017
선도전기,007610,B이하,B,B이하,B이하,2017
서흥,008490,B이하,B,B이하,B이하,2017
서원,021050,B이하,B,B이하,B+,2017
서울식품공업,,B이하,B,B이하,B이하,2017
서울도시가스,,B이하,B+,B이하,B이하,2017
서연이화,200880,B+,B+,B+,B이하,2017
서연,007860,B이하,D,B이하,B이하,2017
샘표식품,248170,B이하,C,B이하,B이하,2017
샘표,007540,B이하,C,B이하,B이하,2017
새론오토모티브,075180,B이하,C,B이하,B+,2017
상신브레이크,041650,B이하,B,B이하,B이하,2017
삼화페인트공업,,B+,B+,B+,B+,2017
삼화콘덴서공업,,B이하,C,B이하,B이하,2017
삼화전자공업,,B이하,C,B이하,B이하,2017
삼화전기,009470,B이하,B,B이하,B이하,2017
삼화왕관,004450,B이하,B,B이하,B이하,2017
삼호개발,010960,B이하,B,B이하,B이하,2017
삼호,,B이하,B,B이하,B이하,2017
삼천리,004690,B+,B,B+,B+,2017
삼진제약,005500,B이하,B,B이하,B이하,2017
삼정펄프,009770,B이하,B,B이하,B이하,2017
삼일제약,000520,B이하,B,B이하,B이하,2017
삼익악기,002450,B이하,B,B이하,B이하,2017
삼익THK,004380,B이하,B,B이하,B이하,2017
삼원강재,023000,B이하,B,B이하,B+,2017
삼영화학공업,,B이하,C,B이하,B+,2017
삼영전자공업,,B이하,B,B이하,B+,2017
삼영무역,002810,B이하,B,B이하,B이하,2017
삼양홀딩스,000070,B이하,B,B이하,B이하,2017
삼양통상,002170,B이하,B,B이하,B이하,2017
삼양식품,003230,B이하,B,B+,B이하,2017
삼양사,145990,B이하,B,B+,B이하,2017
삼아알미늄,006110,B이하,B,B이하,B+,2017
삼성화재해상보험,,A,A,A+,A,2017
삼성카드,029780,B+,A,B이하,B이하,2017
삼성출판사,068290,B이하,B,B이하,B이하,2017
삼성증권,016360,B+,A,B+,B이하,2017
삼성중공업,010140,B+,B+,B이하,B+,2017
신성통상,005390,B이하,B,B이하,B이하,2017
성보화학,003080,B이하,C,B이하,B이하,2017
금호전기,001210,B이하,C,B이하,B이하,2017
사조오양,006090,B이하,B,B이하,B이하,2017
삼성에스디에스,018260,B+,B+,B+,B+,2017
삼성생명,032830,A,A,A,A,2017
삼성바이오로직스,207940,B+,B+,B+,B+,2017
삼성물산,028260,A,A,A+,A,2017
삼성공조,006660,B이하,B,B이하,B이하,2017
삼성SDI,006400,B+,B,A+,A,2017
삼광글라스,,B이하,D,B이하,B이하,2017
사조해표,,B이하,B,B이하,B이하,2017
사조씨푸드,014710,B이하,B+,B이하,B이하,2017
부국증권,001270,B이하,B+,B이하,B이하,2017
사조산업,007160,B이하,C,B이하,B이하,2017
사조동아원,008040,B이하,B,B이하,B이하,2017
무림P&P,009580,B이하,D,B이하,B이하,2017
빙그레,005180,B이하,B,B+,B이하,2017
비상교육,100220,B이하,B,B+,B이하,2017
부산주공,005030,B이하,B,B이하,B+,2017
부산산업,011390,B이하,B,B이하,B이하,2017
부산도시가스,,B이하,B,B이하,B이하,2017
부국철강,026940,B이하,B,B이하,B이하,2017
삼성엔지니어링,028050,A,B+,A+,A,2017
부광약품,003000,B이하,B,B이하,B이하,2017
만도,,B이하,B,B이하,B+,2017
사조대림,003960,B이하,B,B이하,B이하,2017
대교,019680,B+,A,B이하,B이하,2017
미창석유공업,,B이하,B+,B이하,B이하,2017
보락,002760,B이하,B,B이하,B이하,2017
벽산,007210,B이하,C,B이하,B+,2017
범양건영,002410,B이하,B,B이하,B이하,2017
백광소재,,B이하,C,B이하,B이하,2017
백광산업,001340,B이하,B,B이하,B+,2017
방림,003610,B이하,B,B이하,B+,2017
무학,033920,B이하,B,B이하,B이하,2017
미원화학,134380,B이하,C,B이하,B이하,2017
미원홀딩스,107590,B이하,B,B이하,B이하,2017
미원상사,002840,B이하,B,B이하,B이하,2017
미래에셋생명,085620,B+,A,B+,B이하,2017
미래에셋대우,,B+,A,B이하,B이하,2017
미래아이앤지,007120,B이하,C,B이하,B이하,2017
미래산업,025560,B이하,B+,B이하,B이하,2017
문배철강,008420,B이하,B,B이하,B이하,2017
보해양조,000890,B이하,C,B이하,B이하,2017
보루네오가구,,B이하,C,B이하,B이하,2017
무림페이퍼,009200,B이하,B,B이하,B+,2017
모토닉,009680,B이하,B,B이하,B이하,2017
락앤락,115390,B이하,B+,B이하,B이하,2017
모나미,005360,B이하,B,B이하,B이하,2017
모나리자,012690,B이하,C,B이하,B이하,2017
명문제약,017180,B이하,B,B이하,B이하,2017
메리츠화재,000060,B+,A,B이하,B이하,2017
메리츠종금증권,,B+,A,B+,B이하,2017
메리츠금융지주,138040,B+,A,B이하,B이하,2017
메디플란트,,B이하,D,B이하,B이하,2017
만호제강,001080,B이하,B,B이하,B이하,2017
마니커,027740,B이하,C,B이하,B이하,2017
롯데하이마트,071840,B+,A,A+,B이하,2017
롯데푸드,,B이하,C,A+,A,2017
롯데케미칼,011170,A,B+,A+,A,2017
롯데칠성음료,,B+,B,B+,A,2017
롯데지주,004990,B+,B,A+,A,2017
롯데정밀화학,004000,A,A,A+,A,2017
롯데쇼핑,023530,B+,B,A+,A,2017
롯데손해보험,000400,A,A,A,B이하,2017
롯데관광개발,032350,B이하,C,B이하,B이하,2017
디피씨,,B이하,B,B이하,B이하,2017
디티알오토모티브,,B이하,B,B이하,B+,2017
디와이파워,210540,B이하,B,B이하,B이하,2017
디와이,013570,B이하,B,B이하,B이하,2017
디아이씨,092200,B이하,C,B이하,B이하,2017
디아이,003160,B이하,B,B이하,B이하,2017
디씨엠,024090,B이하,B,B이하,B이하,2017
두올,016740,B이하,B,B이하,B이하,2017
두산중공업,,A,B+,A,A,2017
두산인프라코어,,A,B+,A+,A+,2017
두산엔진,,A,B+,A+,A,2017
두산밥캣,241560,B이하,A,B이하,B이하,2017
두산건설,,A,B+,A+,A,2017
두산,000150,A,A,A+,A,2017
동화약품,000020,B이하,B,B+,B이하,2017
동일제강,002690,B이하,B,B이하,B이하,2017
동일산업,004890,B이하,B,B이하,B+,2017
동일방직,,B이하,B,B이하,B이하,2017
동일고무벨트,163560,B이하,C,B이하,B이하,2017
동원시스템즈,014820,B이하,C,A,B+,2017
동원수산,030720,B이하,B,B이하,B이하,2017
동원산업,006040,B+,B,A,B이하,2017
삼성전기,009150,A+,A,A+,A+,2017
동원금속,018500,B이하,B+,B이하,B이하,2017
동원F&B,049770,B이하,C,A,B+,2017
동원,,B이하,C,B이하,B이하,2017
백산,035150,B이하,B,B이하,B이하,2017
동양생명,082640,B이하,B+,B이하,B이하,2017
덕성,004830,B이하,B,B이하,B이하,2017
덕양산업,024900,B이하,B,B이하,B이하,2017
동양네트웍스,,B이하,B,B이하,B이하,2017
동양고속,084670,B이하,C,B이하,B이하,2017
동양,001520,B이하,B,B이하,B이하,2017
동아지질,028100,B이하,B,B이하,B이하,2017
동아에스티,170900,B이하,B,B이하,B이하,2017
동아에스텍,,B이하,B+,B이하,B이하,2017
동아쏘시오홀딩스,000640,B이하,C,B이하,B이하,2017
동성화학,,B이하,B,B+,B이하,2017
동성코퍼레이션,,B이하,B,B이하,B이하,2017
동성제약,002210,B이하,B,B이하,B이하,2017
동서,026960,B이하,B,B이하,B이하,2017
동부제철,,B+,B,B이하,A,2017
동방아그로,007590,B이하,B,B이하,B이하,2017
동방,004140,B이하,B,B이하,B이하,2017
동남합성,023450,B이하,C,B이하,B이하,2017
동국제강,001230,B이하,C,B+,B+,2017
동국실업,,B이하,C,B이하,B이하,2017
도화엔지니어링,002150,B이하,B+,B이하,B이하,2017
대우조선해양,042660,B이하,C,B이하,B+,2017
대호에이엘,069460,B이하,B,B이하,B+,2017
대웅,003090,B이하,B,B이하,B이하,2017
대웅제약,069620,B이하,C,B+,B이하,2017
더존비즈온,012510,B이하,B,B+,B이하,2017
대현,016090,B이하,B,B이하,B이하,2017
대한화섬,003830,B이하,B,B이하,B이하,2017
대한해운,005880,B이하,C,B이하,B이하,2017
대한항공,003490,B+,B+,B+,A,2017
대한제분,001130,B이하,C,B이하,B이하,2017
대한제당,001790,B이하,C,B이하,B이하,2017
대한제강,084010,B이하,B,B이하,B+,2017
대한전선,001440,B이하,B,B이하,B+,2017
대한유화,006650,B이하,B,B이하,B이하,2017
대한방직,001070,B이하,C,B이하,B이하,2017
대창단조,015230,B이하,C,B이하,B+,2017
대창,012800,B이하,B,B이하,B+,2017
대유플러스,000300,B이하,B,B이하,B+,2017
대유에이텍,002880,B이하,C,B이하,B이하,2017
대원화성,024890,B이하,B,B이하,B+,2017
대원제약,003220,B이하,B+,B+,B이하,2017
대원전선,006340,B이하,C,B이하,B이하,2017
대원강업,000430,B이하,B,B이하,B+,2017
도레이케미칼,,B이하,C,B+,B+,2017
대우부품,009320,B이하,C,B이하,B이하,2017
금호에이치티,214330,B이하,C,B이하,B이하,2017
다우인큐브,,B이하,B,B이하,B이하,2017
대경기계기술,,B이하,B,B이하,B이하,2017
대영포장,014160,B이하,C,B이하,B이하,2017
대양금속,009190,B이하,C,B이하,B+,2017
대신증권,003540,B이하,A,B이하,B이하,2017
대성홀딩스,016710,B이하,B,B이하,B이하,2017
대성합동지주,,B이하,B,B이하,B이하,2017
대성에너지,117580,B이하,B,B이하,B이하,2017
대성산업,128820,B이하,B,B이하,B이하,2017
대상홀딩스,084690,B이하,C,B이하,B이하,2017
대상,001680,B이하,B,B+,B이하,2017
대림통상,006570,B이하,C,B이하,B이하,2017
대림씨엔에스,,B이하,B+,B이하,B이하,2017
대림산업,,B이하,B+,B이하,B+,2017
대림비앤코,,B이하,C,B이하,B이하,2017
대동전자,008110,B이하,B,B이하,B이하,2017
대덕전자,353200,B이하,B,B이하,B+,2017
대덕GDS,,B이하,B,B이하,B+,2017
대구백화점,006370,B이하,B+,B이하,B이하,2017
경인양행,012610,B이하,B,B이하,B이하,2017
대우건설,047040,A,B+,A,A,2017
농심홀딩스,072710,B이하,B,B이하,B이하,2017
금호타이어,073240,B이하,C,B+,B+,2017
기신정기,092440,B이하,B,B이하,B이하,2017
다우기술,023590,B이하,B,B+,B이하,2017
농심,004370,B이하,B,B이하,B+,2017
녹십자홀딩스,005250,B이하,B,B이하,B이하,2017
녹십자,006280,B이하,B,B이하,B+,2017
노루홀딩스,000320,B이하,D,B이하,B이하,2017
노루페인트,090350,B이하,B,B이하,B이하,2017
넥센타이어,002350,B이하,B,B이하,B+,2017
넥센,005720,B이하,B,B이하,B+,2017
남해화학,025860,B이하,B,B이하,B+,2017
남영비비안,,B이하,C,B이하,B이하,2017
남양유업,003920,B이하,B,B+,B이하,2017
남성,004270,B이하,B,B이하,B이하,2017
남선알미늄,008350,B이하,B,B+,B이하,2017
남광토건,001260,B이하,B,B이하,B이하,2017
나노메딕스,,B이하,D,B이하,B이하,2017
깨끗한나라,004540,B이하,B,B이하,B+,2017
까뮤이앤씨,013700,B이하,B,B이하,B이하,2017
기업은행,024110,B+,A,B이하,B이하,2017
기아자동차,,B이하,C,B+,B+,2017
동양물산기업,,B이하,B,B이하,B+,2017
대동공업,,B이하,B,B+,B이하,2017
금호산업,,B이하,B,B+,B이하,2017
계양전기,012200,B이하,B,B이하,B이하,2017
금비,008870,B이하,C,B이하,B이하,2017
보령제약,,B이하,B+,B이하,B이하,2017
금강공업,014280,B이하,C,B이하,B이하,2017
극동유화,014530,B이하,B,B이하,B이하,2017
국제약품,002720,B이하,B+,B이하,B이하,2017
국보,001140,B이하,C,B이하,B이하,2017
국동,005320,B이하,B,B이하,B이하,2017
국도화학,007690,B이하,D,B이하,B+,2017
교보증권,030610,B+,A,B+,B이하,2017
광주은행,,B이하,A,B이하,B이하,2017
광주신세계,037710,B이하,B,B이하,B이하,2017
광전자,017900,B이하,B,B이하,B이하,2017
광명전기,017040,B이하,C,B이하,B이하,2017
광동제약,009290,B이하,B,B+,B이하,2017
골든브릿지증권,,B이하,B,B이하,B이하,2017
고려제강,002240,B이하,C,B이하,B+,2017
고려아연,010130,B이하,B,B+,B이하,2017
고려산업,002140,B이하,B,B이하,B이하,2017
고려개발,,B이하,C,B+,B이하,2017
금양,001570,B이하,B,B이하,B이하,2017
SK네트웍스,001740,B+,B+,B+,B이하,2017
SK가스,018670,B이하,B+,B+,B이하,2017
경인전자,009140,B이하,B,B이하,B이하,2017
MH에탄올,023150,B이하,C,B이하,B이하,2017
경동인베스트,012320,B이하,C,B이하,B이하,2017
경농,002100,B이하,C,B이하,B이하,2017
갤럭시아에스엠,011420,B이하,C,B이하,B이하,2017
강원랜드,035250,B+,B,A,A,2017
강남제비스코,000860,B이하,B,B이하,B이하,2017
가온전선,000500,B이하,B,B이하,B+,2017
YG PLUS,037270,B이하,B,B이하,B이하,2017
WISCOM,024070,B이하,B,B이하,B이하,2017
TCC동양,,B이하,C,B이하,B+,2017
STX엔진,077970,B이하,B,B이하,B+,2017
STX,011810,B이하,B,B+,B이하,2017
SPC삼립,005610,B이하,C,B이하,B이하,2017
SK하이닉스,000660,A,A,A,A,2017
SK텔레콤,017670,A,A,B+,A,2017
SK증권,001510,B+,A,B+,B이하,2017
SK이노베이션,096770,B+,A,A,B이하,2017
SK디앤디,210980,B이하,B,B이하,B이하,2017
경보제약,214390,B이하,B,B이하,B이하,2017
SK디스커버리,006120,B+,B+,A,B이하,2017
경동나비엔,009450,B이하,D,B+,B+,2017
금호석유화학,,B+,B,B+,B+,2017
SKC,011790,B+,B+,B+,A,2017
SK,034730,A+,A+,A+,A,2017
SIMPAC,009160,B이하,C,B이하,B이하,2017
SH에너지화학,002360,B이하,B,B이하,B이하,2017
SG충방,,B이하,C,B이하,B이하,2017
SG세계물산,004060,B이하,C,B이하,B이하,2017
SBS미디어홀딩스,,B이하,B,B이하,B이하,2017
SBS,034120,B이하,B,B이하,B이하,2017
S-Oil,010950,A+,A+,A+,A,2017
S&T홀딩스,,B이하,B,B이하,B이하,2017
S&T중공업,,B+,B,B+,B+,2017
S&T모티브,,B+,B+,B이하,B+,2017
S&TC,,B이하,B,B이하,B이하,2017
OCI,010060,A,B+,A+,A,2017
NI스틸,008260,B이하,B,B이하,B이하,2017
NICE,034310,B이하,B+,B이하,B이하,2017
NH투자증권,005940,B+,A,B이하,B이하,2017
NHN엔터테인먼트,,B이하,B+,B이하,B이하,2017
LS네트웍스,000680,B이하,B,B이하,B이하,2017
NAVER,035420,B+,B+,A,B+,2017
LS전선아시아,229640,B이하,B,B이하,B이하,2017
경방,000050,B이하,B,B이하,B이하,2017
LS산전,,B+,B,A,A,2017
LG,003550,B+,B+,B+,B이하,2017
LG하우시스,,A,B+,A+,A,2017
LS,006260,B이하,B,B이하,B이하,2017
LIG넥스원,079550,B+,B+,B+,B+,2017
LG전자,066570,B+,B,A,A,2017
LG이노텍,011070,A,B+,A+,A,2017
LG화학,051910,A,B+,A+,A,2017
LG유플러스,032640,B+,B+,B+,A,2017
LG상사,,B+,B,A,B+,2017
LG디스플레이,034220,A,B+,A,A,2017
LG생활건강,051900,A,B+,A+,A,2017
LF,093050,B이하,B+,B이하,B이하,2017
CJ CGV,079160,B이하,B+,B+,B이하,2017
KTB투자증권,,B이하,B+,B이하,B이하,2017
KSS해운,044450,B+,B+,B이하,B+,2017
KR모터스,000040,B이하,B,B이하,B이하,2017
KPX그린케미칼,,B이하,D,B이하,B+,2017
KPX홀딩스,092230,B이하,B,B이하,B이하,2017
KTcs,058850,B이하,B+,B+,B이하,2017
KPX케미칼,025000,B이하,C,B이하,B이하,2017
유유제약,000220,B이하,B,B이하,B이하,2016
유엔젤,072130,B이하,C,B이하,B이하,2016
케이씨티시,,B이하,B,B+,B이하,2016
유진증권,,B이하,A,B이하,B이하,2016
유한양행,000100,B+,B+,B이하,B+,2016
유성기업,002920,B이하,B+,B이하,B+,2016
유안타증권,003470,B이하,A,B이하,B이하,2016
유양디앤유,,B이하,B,B이하,B이하,2016
유나이티드,,B이하,B+,B이하,B이하,2016
유수홀딩스,000700,B이하,B,B이하,B이하,2016
유니퀘스트,077500,B이하,B,B이하,B이하,2016
웅진씽크빅,095720,B이하,C,B이하,B이하,2016
유니켐,011330,B이하,C,B이하,B이하,2016
유니온머티리얼,047400,B이하,C,B이하,B+,2016
유니온,000910,B이하,B,B이하,B이하,2016
유니드,014830,B이하,C,B이하,B+,2016
우진,105840,B이하,B,B이하,B이하,2016
윌비스,008600,B이하,B,B이하,B이하,2016
원림,005820,B이하,C,B이하,B이하,2016
웅진,016880,B이하,B,B이하,B이하,2016
영화금속,012280,B이하,B,B이하,B이하,2016
우신시스템,017370,B이하,C,B이하,B이하,2016
엔피씨,,B이하,B,B이하,B이하,2016
신영와코루,005800,B이하,C,B이하,B이하,2016
신영증권,001720,B이하,A,B이하,B이하,2016
우성사료,,B이하,B+,B이하,B이하,2016
우리종금,010050,B이하,B+,B이하,B이하,2016
우리은행,,B+,A+,B이하,B이하,2016
우리들휴브레인,,B이하,C,B이하,B이하,2016
우리들제약,,B이하,C,B이하,B이하,2016
와이비로드,,B이하,C,B이하,B이하,2016
오리온홀딩스,001800,B이하,C,B이하,B이하,2016
오리엔트바이오,002630,B이하,C,B이하,B이하,2016
오뚜기,007310,B이하,D,B+,B이하,2016
예스코,,B이하,B+,B+,B이하,2016
영흥철강,,B이하,B,B이하,B+,2016
영풍제지,006740,B이하,C,B이하,B이하,2016
영풍,000670,B이하,D,B이하,B이하,2016
영진약품,003520,B이하,B,B이하,B이하,2016
영원무역홀딩스,009970,B이하,B,B이하,B이하,2016
영원무역,111770,B이하,B,B이하,B이하,2016
영보화학,014440,B이하,C,B이하,B이하,2016
웅진에너지,,B이하,C,B이하,A,2016
씨아이테크,004920,B이하,C,B이하,B이하,2016
엔케이물산,,B이하,C,B이하,B이하,2016
엔케이,085310,B이하,C,B이하,B이하,2016
에이프로젠제약,003060,B이하,C,B이하,B이하,2016
에이프로젠KIC,,B이하,C,B이하,B이하,2016
에이엔피,015260,B이하,C,B이하,B이하,2016
에이블씨엔씨,078520,B이하,B,B이하,B이하,2016
에쓰씨엔지니어링,023960,B이하,C,B이하,B이하,2016
에스제이엠홀딩스,,B이하,B,B이하,B이하,2016
